"","x","y","lslpts","slope","cplan","cprof","elev","log10_carea"
"1254",715307.726935,9557986.759956,"FALSE",47.4007453918457,0.00243727047927678,0.00866895262151957,2742.931,3.09080692888858
"384",714357.726935,9560016.759956,"FALSE",55.731689453125,-0.0321196652948856,-0.00491310330107808,2092.681,2.95821696362149
"1626",713667.8127,9559309.6113,"TRUE",38.0256729125977,0.00756672956049442,0.00296352850273252,2306.866,2.76308925446102
"413",714367.726935,9557386.759956,"FALSE",39.4304695129395,0.00798667129129171,-0.00290482700802386,2615.193,2.66358263297875
"1603",713095.7674,9559335.8328,"TRUE",52.8696937561035,-0.0292963292449713,-0.00584112294018269,2095.053,3.12185070520672
"591",715387.726935,9557576.759956,"FALSE",42.8253784179688,0.00973885133862495,-0.00140835286583751,3025.074,2.87267493537048
"1711",714923.6891,9557993.2024,"TRUE",41.1300773620605,-0.124734215438366,-0.0186143815517426,2771.435,3.38497343528745
"17581",714605.8302,9558853.4764,"TRUE",53.3416786193848,-0.0375887155532837,0.000895323057193309,2380.302,2.71147553039252
"1629",714015.1406,9559030.286,"TRUE",39.3278427124023,-0.0177679564803839,-0.0106573151424527,2325.691,3.73791521292331
"139",714537.726935,9559376.759956,"FALSE",28.3094997406006,0.057731207460165,0.0138470707461238,2293.833,2.40636345559245
"195",715397.726935,9557886.759956,"FALSE",12.2892332077026,-0.685346901416779,-0.0138256270438433,2763.643,5.2403812854875
"1748",715101.3632,9559141.8468,"TRUE",50.9044532775879,0.00998237263411283,0.00283839972689748,2334.217,2.43654406711938
"602",712827.726935,9560076.759956,"FALSE",18.1648082733154,0.0606356523931026,0.00395739870145917,1900.975,2.64221344412235
"1620",713308.3174,9560136.5938,"TRUE",35.6914749145508,-0.0446981340646744,0.0269526597112417,1954.571,2.91081981104971
"686",714597.726935,9559286.759956,"FALSE",27.3408126831055,0.100034631788731,0.0162662547081709,2347.271,2.37902427850368
"1408",713747.726935,9558046.759956,"FALSE",41.7394256591797,-0.0240527335554361,0.00679180864244699,2486.251,3.072986850861
"29",714127.726935,9558606.759956,"FALSE",43.2549133300781,0.0208115912973881,0.00547574320808053,2459.336,2.50823092697256
"17021",713822.7664,9557421.1253,"TRUE",52.5657081604004,0.012642321176827,0.00634318916127086,2490.118,2.33959817680489
"1516",713587.726935,9559876.759956,"FALSE",41.3594627380371,0.0168404188007116,-0.00829557981342077,2076.304,3.63503888478362
"1635",714214.6504,9559334.8729,"TRUE",36.8797836303711,-0.0338254049420357,-0.010397338308394,2221.244,2.59846174610241
"16251",713598.9416,9559476.7683,"TRUE",49.9017868041992,-0.00726922834292054,0.00092382647562772,2238.277,3.04796863600853
"833",714917.726935,9559326.759956,"FALSE",38.3857345581055,0.0204408504068851,0.00840627960860729,2309.18,2.56024491684057
"1175",714177.726935,9558356.759956,"FALSE",28.2178058624268,-0.0858515277504921,-0.000976693350821733,2527.298,3.11286803068406
"17981",714877.2271,9558362.3616,"TRUE",49.1693649291992,-0.079123854637146,-0.00426706159487367,2577.096,3.24210575122298
"1240",714647.726935,9558996.759956,"FALSE",55.8256072998047,-0.0155852613970637,-0.00739896576851606,2379.243,2.70743187468787
"1023",713897.726935,9558686.759956,"FALSE",42.0575790405273,0.0450959205627441,0.00339623377658427,2441.109,2.65708910239568
"16961",713695.1893,9557818.9291,"TRUE",41.3173332214355,-0.00337384617887437,-0.00443244492635131,2473.132,2.5645197442451
"1687",713413.4601,9558315.3674,"TRUE",50.4270133972168,0.0073416936211288,0.00217612599954009,2342.209,2.49112451762123
"1676",712981.5843,9558751.2005,"TRUE",54.3687057495117,-0.00749230850487947,0.00289358710870147,2173.394,2.5405812205124
"99",713347.726935,9559126.759956,"FALSE",3.01078319549561,0.0643059611320496,0.0159630663692951,2304.904,2.04103405694139
"268",714577.726935,9559766.759956,"FALSE",39.6310081481934,-0.0196145381778479,-0.00212720897980034,2180.843,2.76715636450847
"158",713687.726935,9558526.759956,"FALSE",39.819580078125,-0.0227550193667412,-0.00908753089606762,2286.541,2.41171154689127
"1008",714957.726935,9557886.759956,"FALSE",26.0378913879395,0.0121484752744436,0.0114737479016185,2847.725,2.27759739429592
"1508",715237.726935,9559076.759956,"FALSE",38.126522064209,0.0233487859368324,-0.00265860324725509,2316.828,2.73494025127756
"1329",713797.726935,9558616.759956,"FALSE",28.8392124176025,0.0597645863890648,0.00368972565047443,2364.178,2.72167921604092
"1776",713298.2934,9559145.6994,"TRUE",34.8835220336914,-0.0204571876674891,-0.00672370567917824,2281.13,2.6974117678739
"521",713827.726935,9558406.759956,"FALSE",43.9359016418457,-0.0308756921440363,-0.0148227969184518,2356.035,2.78985765883693
"276",714237.726935,9558566.759956,"FALSE",32.1234588623047,0.0670162886381149,0.00235214061103761,2490.521,2.20317235145154
"105",714457.726935,9559146.759956,"FALSE",24.7425956726074,0.0681091994047165,0.0132892969995737,2359.022,2.22693434171472
"1654",714123.1349,9558478.7278,"TRUE",41.8482093811035,-0.127130210399628,-0.0180012788623571,2492.519,3.16711381250913
"1523",714877.726935,9557036.759956,"FALSE",38.8337783813477,0.00507081486284733,-0.00869177188724279,2835.185,2.49046328165899
"1419",714667.726935,9557246.759956,"FALSE",28.495189666748,-0.0140406703576446,-0.00349860196001828,2790.548,2.8218728865147
"692",714217.726935,9558916.759956,"FALSE",41.3767890930176,-0.0300194378942251,-0.00722225802019238,2327.103,2.82886785378243
"1397",712507.726935,9558886.759956,"FALSE",20.0307159423828,0.0390273444354534,0.0147453118115664,2141.525,2.29278788504394
"1655",713913.8643,9558224.0851,"TRUE",48.2019233703613,0.015203420072794,-0.00239509320817888,2397.244,2.51042362448515
"1021",715097.726935,9558676.759956,"FALSE",41.2809295654297,0.0911215841770172,0.00363937742076814,2455.642,2.25602723140176
"1405",715097.726935,9557276.759956,"FALSE",38.5596389770508,0.00937220919877291,-0.0110418749973178,2929.607,2.4945272345265
"1558",714127.726935,9557586.759956,"FALSE",43.1344680786133,-0.0253570433706045,0.00657977350056171,2567.739,2.7123337088541
"1694",713902.6951,9557777.4279,"TRUE",39.1728935241699,-0.0553243160247803,-0.021983603015542,2431.41,3.89499495540452
"1753",715113.9996,9559589.294,"TRUE",50.3735389709473,-0.000755634275265038,-0.00491883186623454,2154.658,2.65511603210425
"1760",714584.2109,9558692.392,"TRUE",42.3611717224121,-0.071730874478817,-0.00872278399765491,2399.274,3.12890773623406
"1643",714088.3584,9558828.5469,"TRUE",45.9605484008789,-0.122495673596859,-0.0283540040254593,2385.342,3.34522727585184
"1704",713892.3409,9557216.5297,"TRUE",54.650203704834,-0.0431428104639053,0.00152870314195752,2506.507,2.65634880735432
"251",713997.726935,9558186.759956,"FALSE",45.8349304199219,-0.00631508277729154,0.00434586964547634,2390.502,3.831078005355
"1775",712903.4011,9559134.6464,"TRUE",53.6373329162598,-0.0749655291438103,-0.00968184135854244,2092.234,3.08937839734025
"1698",714221.0394,9557990.501,"TRUE",49.4895477294922,-0.0206970386207104,0.00215026503428817,2542.52,2.99217089555313
"1680",713250.6284,9558867.5199,"TRUE",36.0745811462402,-0.077376089990139,-0.0108133247122169,2211.668,3.02791298754746
"17301",714893.6491,9558679.577,"TRUE",47.5306777954102,0.0140196774154902,0.00586053775623441,2446.162,2.72486897633849
"1392",714957.726935,9560106.759956,"FALSE",25.0711803436279,-0.0351657047867775,0.0016499946359545,1962.631,2.7740234727474
"1652",714117.1282,9558607.271,"TRUE",50.9619445800781,-0.0481047444045544,-0.0042162393219769,2457.352,2.6966900010106
"1686",713391.3604,9558448.4917,"TRUE",43.7455520629883,0.0141630358994007,-0.00308865820989013,2273.536,2.64987361373927
"964",715427.726935,9559026.759956,"FALSE",23.1112270355225,0.0727011784911156,-0.000367483851732686,2387.462,2.31591716767039
"1750",715069.5703,9559157.5314,"TRUE",45.0536079406738,-0.0259015634655952,-0.00465650344267488,2322.986,2.56776341723083
"1630",714024.6914,9559092.8915,"TRUE",39.9425277709961,-0.0384211875498295,0.00336714275181293,2317.105,2.81886272799449
"780",712727.726935,9559756.759956,"FALSE",36.6772842407227,0.00209389766678214,0.00643236190080643,2050.034,2.5975945338016
"1464",714737.726935,9557516.759956,"FALSE",30.226282119751,0.0528895631432533,0.00448556942865252,2799.2,2.39119939859058
"1648",714414.316,9558794.1218,"TRUE",40.5958213806152,0.0615660734474659,0.00393996620550752,2392.199,2.27198556513673
"45",714357.726935,9559386.759956,"FALSE",42.2876319885254,0.00280738528817892,0.0209783408790827,2224.136,3.06790710653703
"1009",713467.726935,9558336.759956,"FALSE",5.13699722290039,-0.000449461105745286,0.0172792449593544,2340,2.02086683251325
"755",713997.726935,9558826.759956,"FALSE",27.5694179534912,0.0517702214419842,0.0114751122891903,2446.091,2.53007719249512
"1746",715174.3315,9559122.8378,"TRUE",41.2360649108887,0.0283306706696749,0.00789921451359987,2337.229,2.23732670965546
"1701",713894.5077,9557406.6062,"TRUE",50.3982620239258,0.0286572929471731,0.00575335137546062,2493.594,2.4186280066087
"1639",714711.0783,9559136.5513,"TRUE",56.0758590698242,-0.0283794533461332,0.000506692624185234,2407.479,2.45232229083715
"723",714227.726935,9558486.759956,"FALSE",37.4101066589355,0.00742882210761309,0.00574034405872226,2515.328,2.59381889377276
"1754",715169.5888,9559692.1866,"TRUE",61.5056571960449,0.00351673364639282,0.000592047057580203,2084.561,2.79885186835714
"1622",713451.2372,9560013.252,"TRUE",35.5458106994629,-0.000379736535251141,-0.0160307362675667,1974.221,3.71184844454373
"1307",714337.726935,9559526.759956,"FALSE",29.7457389831543,0.00171126367058605,0.00621021119877696,2214.719,2.68612013523225
"1790",714938.9957,9560265.447,"TRUE",53.5294227600098,-0.019582437351346,0.0100963152945042,1919.744,2.63757367114579
"1013",713857.726935,9558186.759956,"FALSE",48.0041275024414,-0.0141295166686177,-0.00214144471101463,2388.704,2.93130531868146
"327",715527.726935,9557936.759956,"FALSE",51.4926872253418,-0.00560642080381513,-0.00257666106335819,2831.274,2.63544229660794
"1636",714307.7476,9559182.7465,"TRUE",43.7615051269531,-0.022545587271452,-0.00890584848821163,2261.399,2.95298551579342
"781",714727.726935,9558956.759956,"FALSE",32.2565155029297,-0.0120965261012316,-0.0246740821748972,2309.752,3.53906071513275
"1619",714084.8896,9560733.4588,"TRUE",43.2927856445312,-0.0825499445199966,-0.00921485852450132,1817.832,3.52438921194246
"456",714497.726935,9559826.759956,"FALSE",40.849365234375,0.0390368551015854,0.0118753183633089,2155.832,2.66785336946789
"201",715077.726935,9558446.759956,"FALSE",48.7481651306152,0.0113271828740835,0.00281555438414216,2554.682,2.61534728399223
"1692",714007.9663,9557866.5036,"TRUE",46.9954872131348,-0.0257125739008188,-0.00119351514149457,2537.743,2.73912303421921
"1644",713943.8896,9558903.0029,"TRUE",38.0836448669434,-0.0115769738331437,-0.00208112946711481,2418.114,2.68759350996293
"982",712917.726935,9559736.759956,"FALSE",41.893741607666,0.0487633533775806,0.00909806229174137,2088.142,2.80913099006317
"416",713887.726935,9557536.759956,"FALSE",30.2726249694824,0.0130096720531583,-0.00144285056740046,2490.099,2.68050888258462
"1739",715106.1322,9558982.458,"TRUE",46.2070579528809,-0.059302743524313,-0.0117844678461552,2379.592,2.95980744525762
"1708",715340.387,9557720.6768,"TRUE",47.7529411315918,-0.0298772044479847,-0.00274524535052478,2947.425,2.73206253859245
"684",714527.726935,9557356.759956,"FALSE",39.3407669067383,-0.000359370053047314,-0.00899917632341385,2661.143,2.80403056010642
"885",713947.726935,9559016.759956,"FALSE",32.976131439209,0.0199095048010349,0.00363787519745529,2379.198,2.73312263667336
"1474",713357.726935,9558636.759956,"FALSE",42.8276786804199,0.0148388771340251,-0.0031789094209671,2238.087,2.52665827256417
"17071",715372.6991,9557755.4511,"TRUE",55.0987739562988,0.0127706276252866,-0.000277994142379612,2893.675,2.84823814320274
"47",714607.726935,9559126.759956,"FALSE",31.8997821807861,0.0356767103075981,0.000161600080900826,2409.468,2.58764565094686
"358",713917.726935,9558706.759956,"FALSE",27.6342105865479,0.0346220061182976,0.0269399117678404,2464.71,2.30518967148066
"1328",713767.726935,9560376.759956,"FALSE",32.9040412902832,-0.0428751148283482,-0.00729963136836886,2074.371,2.93337883563389
"1471",714767.726935,9557516.759956,"FALSE",33.395938873291,0.0180140025913715,0.00167579890694469,2810.922,2.47016611421519
"1367",713497.726935,9559846.759956,"FALSE",36.4818115234375,0.00339674018323421,-0.0029992051422596,2046.534,2.93346050174323
"236",713667.726935,9559786.759956,"FALSE",33.517463684082,-0.0383270792663097,-0.0341269969940186,2127.488,3.29509965013991
"804",714967.726935,9557356.759956,"FALSE",32.8897972106934,-0.0460851341485977,-0.00206720479764044,2840.46,3.29703367183991
"1061",714507.726935,9559366.759956,"FALSE",12.0480098724365,0.171588525176048,-0.0083707869052887,2301.915,2.11071544733389
"1749",715094.1568,9559166.4334,"TRUE",47.8175315856934,-0.0228492897003889,-0.0062899412587285,2314.749,2.57334588636055
"1715",715135.5793,9558264.2744,"TRUE",45.7144966125488,-0.0502241589128971,-0.00946069695055485,2618.351,3.34049000986801
"53",715037.726935,9560006.759956,"FALSE",30.5161075592041,0.0332625173032284,0.0167223159223795,1940.584,2.8881888210717
"1634",714472.0801,9559172.0853,"TRUE",36.7339363098145,-0.0390783622860909,-0.00853580515831709,2337.467,3.03806351728469
"1200",713337.726935,9558596.759956,"FALSE",12.916111946106,0.0720687136054039,0.00684649730101228,2260.571,2.14356190611046
"974",715197.726935,9558796.759956,"FALSE",11.4473142623901,0.0876342952251434,0.00482346303761005,2459.489,2.17144513600567
"1718",715636.647,9558263.2696,"TRUE",45.002384185791,0.00626579159870744,-0.00484407925978303,2687.621,2.70616306775385
"545",713317.726935,9558576.759956,"FALSE",23.5158081054688,-0.0293796081095934,0.0246507432311773,2262.645,2.36375046096511
"1799",714909.4658,9558580.5954,"TRUE",39.7552604675293,-0.022253941744566,0.0101018557325006,2441.529,3.03766183783604
"1764",713414.0355,9558073.1104,"TRUE",42.8037261962891,0.021874887868762,0.0115626798942685,2430.106,2.3509642468583
"999",713537.726935,9558156.759956,"FALSE",37.2716522216797,0.054662674665451,0.0165609754621983,2360.644,2.82747808896183
"1762",714664.0937,9558594.5795,"TRUE",34.2005386352539,-0.0756136029958725,0.00303120166063309,2429.53,3.99972758988942
"596",714387.726935,9559726.759956,"FALSE",41.2865447998047,-0.0146650793030858,-0.0078478129580617,2206.578,2.54917335422176
"363",713377.726935,9559436.759956,"FALSE",22.1967430114746,0.0971607863903046,0.0113049754872918,2289.39,2.26625281867767
"463",714687.726935,9559046.759956,"FALSE",45.8403816223145,0.00124513392802328,4.27663508162368e-05,2380.398,2.66886207470332
"934",715277.726935,9557556.759956,"FALSE",35.6814155578613,-0.00693226233124733,0.0146829867735505,3037.19,2.72297667435098
"1402",715117.726935,9557826.759956,"FALSE",56.8002891540527,-0.0213790759444237,-0.00572227034717798,2826.707,3.30584797789691
"490",714647.726935,9557346.759956,"FALSE",45.3835601806641,-0.0178021267056465,0.0131849348545074,2704.913,3.70745506748473
"67",713347.726935,9560486.759956,"FALSE",35.5671081542969,0.0147498324513435,0.00605697417631745,1842.103,3.31076882222412
"1302",715247.726935,9558986.759956,"FALSE",42.8877029418945,0.0588342063128948,0.0045161466114223,2370.146,2.68355519023499
"644",713937.726935,9559856.759956,"FALSE",13.8209667205811,-0.00553234061226249,-0.0111425500363111,2216.115,2.85145483112118
"1133",715687.726935,9557406.759956,"FALSE",33.4958457946777,0.0449514500796795,0.0189403425902128,3075.776,2.47996129896789
"667",714467.726935,9558216.759956,"FALSE",12.0664768218994,-0.0206550639122725,0.035072460770607,2664.875,2.04235518579296
"1024",712987.726935,9559126.759956,"FALSE",35.9719772338867,-0.0299999080598354,-0.00835674069821835,2144.699,2.89070489793867
"458",714957.726935,9560336.759956,"FALSE",36.0090179443359,0.0046801371499896,0.0106663601472974,1872.477,3.0276742932964
"242",714477.726935,9558046.759956,"FALSE",47.5176391601562,0.0163280311971903,0.0121945394203067,2679.712,2.8049612938525
"17211",715294.0051,9558685.0407,"TRUE",60.1192169189453,-0.0582565106451511,-0.000903761305380613,2456.333,2.69648759837401
